/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_36_466.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_36_466.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_36_466.jpg, 0, 0, 0, 2.596792
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_36_569.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_36_569.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_36_569.jpg, 0, 0, 0, 2.570733
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_36_686.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_36_686.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_36_686.jpg, 0, 0, 0, 2.539806
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_36_802.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_36_802.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_36_802.jpg, 0, 0, 0, 2.509253
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_36_917.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_36_917.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_36_917.jpg, -0.3471841, 0.3471841, 0, 2.764401
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_37_032.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_37_032.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_37_032.jpg, -0.528138, 0.6377159, 0, 3.346689
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_37_149.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_37_149.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_37_149.jpg, -0.122754, 1, 0, 4.554189
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_37_257.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_37_257.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_37_257.jpg, 0, 1, 0, 5.94164
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_37_358.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_37_358.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_37_358.jpg, 0, 1, 0, 7.088539
/Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/center_2020_06_08_22_52_37_473.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/left_2020_06_08_22_52_37_473.jpg, /Users/amankishore/Documents/Git/CarND-Behavioral-Cloning-P3-master/IMG/right_2020_06_08_22_52_37_473.jpg, 0, 1, 0, 8.450187
